city,global_index
manhattan,982
manhattan,983
manhattan,984
manhattan,985
manhattan,986
manhattan,987
manhattan,988
manhattan,990
manhattan,992
manhattan,993
manhattan,994
manhattan,995
manhattan,996
manhattan,998
manhattan,999
manhattan,1000
manhattan,1001
manhattan,1003
manhattan,1005
manhattan,1006
manhattan,1007
manhattan,1008
manhattan,1011
manhattan,1013
manhattan,1014
manhattan,1015
manhattan,1016
manhattan,1017
manhattan,1018
manhattan,1019
manhattan,1020
manhattan,1021
manhattan,1022
manhattan,1024
manhattan,1025
manhattan,1027
manhattan,1030
manhattan,1034
manhattan,1035
manhattan,1036
manhattan,1037
manhattan,1038
manhattan,1040
manhattan,1041
manhattan,1042
manhattan,1043
manhattan,1044
manhattan,1045
manhattan,1047
manhattan,1048
manhattan,1049
manhattan,1050
manhattan,1051
manhattan,1052
manhattan,1053
manhattan,1054
manhattan,1055
manhattan,1057
manhattan,1058
manhattan,1059
manhattan,1060
manhattan,1061
manhattan,1062
manhattan,1063
manhattan,1064
manhattan,1066
manhattan,1067
manhattan,1069
manhattan,1070
manhattan,1071
manhattan,1072
manhattan,1073
manhattan,1074
manhattan,1075
manhattan,1077
manhattan,1079
manhattan,1080
manhattan,1081
manhattan,1082
manhattan,1086
manhattan,1088
manhattan,1089
manhattan,1090
manhattan,1094
manhattan,1095
manhattan,1097
manhattan,1098
manhattan,1099
manhattan,1103
manhattan,1104
manhattan,1105
manhattan,1107
manhattan,1108
manhattan,1110
manhattan,1111
manhattan,1112
manhattan,1115
manhattan,1116
manhattan,1119
manhattan,1121
manhattan,1122
manhattan,1123
manhattan,1124
manhattan,1126
manhattan,1127
manhattan,1128
manhattan,1129
manhattan,1130
manhattan,1131
manhattan,1132
manhattan,1133
manhattan,1134
manhattan,1136
manhattan,1137
manhattan,1138
manhattan,1140
manhattan,1143
manhattan,1144
manhattan,1145
manhattan,1146
manhattan,1147
manhattan,1148
manhattan,1149
manhattan,1154
manhattan,1158
manhattan,1159
manhattan,1160
manhattan,1161
manhattan,1162
manhattan,1163
manhattan,1164
manhattan,1165
manhattan,1166
manhattan,1168
manhattan,1169
manhattan,1170
manhattan,1171
manhattan,1172
manhattan,1173
manhattan,1174
manhattan,1175
manhattan,1176
manhattan,1177
manhattan,1178
manhattan,1179
manhattan,1180
manhattan,1183
manhattan,1186
manhattan,1188
manhattan,1189
manhattan,1190
manhattan,1192
manhattan,1193
manhattan,1194
manhattan,1195
manhattan,1196
manhattan,1198
manhattan,1199
manhattan,1200
manhattan,1201
manhattan,1202
manhattan,1203
manhattan,1206
manhattan,1207
manhattan,1208
manhattan,1209
manhattan,1211
manhattan,1214
manhattan,1215
manhattan,1216
manhattan,1217
manhattan,1218
manhattan,1219
manhattan,1220
manhattan,1221
manhattan,1223
manhattan,1224
manhattan,1225
manhattan,1226
manhattan,1228
manhattan,1230
manhattan,1231
manhattan,1232
manhattan,1233
manhattan,1235
manhattan,1236
manhattan,1237
manhattan,1239
manhattan,1241
manhattan,1242
manhattan,1243
manhattan,1245
manhattan,1246
manhattan,1247
manhattan,1249
manhattan,1250
manhattan,1251
manhattan,1252
manhattan,1253
manhattan,1254
manhattan,1255
manhattan,1259
manhattan,1260
manhattan,1261
manhattan,1262
manhattan,1263
manhattan,1264
manhattan,1266
manhattan,1267
manhattan,1269
manhattan,1270
manhattan,1271
manhattan,1272
manhattan,1275
manhattan,1278
manhattan,1280
manhattan,1281
manhattan,1282
manhattan,1283
manhattan,1284
manhattan,1285
manhattan,1287
manhattan,1292
manhattan,1293
manhattan,1294
manhattan,1295
manhattan,1296
manhattan,1298
manhattan,1299
manhattan,1300
manhattan,1301
manhattan,1302
manhattan,1305
manhattan,1306
manhattan,1307
manhattan,1309
manhattan,1311
manhattan,1312
manhattan,1313
manhattan,1314
manhattan,1315
manhattan,1316
manhattan,1317
manhattan,1318
manhattan,1319
manhattan,1320
manhattan,1321
manhattan,1322
manhattan,1323
manhattan,1325
manhattan,1326
manhattan,1327
manhattan,1328
manhattan,1330
manhattan,1331
manhattan,1333
manhattan,1334
manhattan,1336
manhattan,1337
manhattan,1338
manhattan,1339
manhattan,1340
manhattan,1341
manhattan,1342
manhattan,1343
manhattan,1344
manhattan,1345
manhattan,1347
manhattan,1348
manhattan,1351
manhattan,1353
manhattan,1354
manhattan,1356
manhattan,1357
manhattan,1358
manhattan,1359
manhattan,1360
manhattan,1362
manhattan,1363
manhattan,1364
manhattan,1365
manhattan,1366
manhattan,1367
manhattan,1368
manhattan,1369
manhattan,1370
manhattan,1371
manhattan,1372
manhattan,1373
manhattan,1376
manhattan,1377
manhattan,1378
manhattan,1379
manhattan,1380
manhattan,1381
manhattan,1382
manhattan,1383
manhattan,1385
manhattan,1386
manhattan,1388
manhattan,1389
manhattan,1390
manhattan,1392
manhattan,1393
manhattan,1396
manhattan,1397
manhattan,1398
manhattan,1399
manhattan,1400
manhattan,1401
manhattan,1403
manhattan,1404
manhattan,1405
manhattan,1406
manhattan,1408
manhattan,1409
manhattan,1412
manhattan,1413
manhattan,1414
manhattan,1415
manhattan,1417
manhattan,1418
manhattan,1419
manhattan,1420
manhattan,1421
manhattan,1422
manhattan,1423
manhattan,1424
manhattan,1425
manhattan,1426
manhattan,1427
manhattan,1428
manhattan,1430
manhattan,1431
manhattan,1432
manhattan,1435
manhattan,1437
manhattan,1439
manhattan,1440
manhattan,1442
manhattan,1443
manhattan,1444
manhattan,1446
manhattan,1447
manhattan,1449
manhattan,1450
manhattan,1451
manhattan,1452
manhattan,1454
manhattan,1456
manhattan,1457
manhattan,1458
manhattan,1460
manhattan,1461
manhattan,1462
manhattan,1463
manhattan,1464
manhattan,1465
manhattan,1466
manhattan,1467
manhattan,1469
manhattan,1470
manhattan,1471
manhattan,1472
manhattan,1473
manhattan,1475
manhattan,1476
manhattan,1477
manhattan,1478
manhattan,1479
manhattan,1480
manhattan,1481
manhattan,1482
manhattan,1484
manhattan,1485
manhattan,1486
manhattan,1487
manhattan,1488
manhattan,1489
manhattan,1492
manhattan,1494
manhattan,1495
manhattan,1496
manhattan,1500
manhattan,1501
manhattan,1503
manhattan,1504
manhattan,1505
manhattan,1506
manhattan,1507
manhattan,1509
manhattan,1510
manhattan,1511
manhattan,1515
manhattan,1516
manhattan,1517
manhattan,1518
manhattan,1520
manhattan,1521
manhattan,1523
manhattan,1526
manhattan,1527
manhattan,1528
manhattan,1529
manhattan,1530
manhattan,1532
manhattan,1533
manhattan,1534
manhattan,1537
manhattan,1538
manhattan,1539
manhattan,1540
manhattan,1542
manhattan,1543
manhattan,1544
manhattan,1545
manhattan,1546
manhattan,1547
manhattan,1550
manhattan,1551
manhattan,1554
manhattan,1556
manhattan,1557
manhattan,1558
manhattan,1559
manhattan,1561
manhattan,1562
manhattan,1563
manhattan,1565
manhattan,1566
manhattan,1567
manhattan,1568
manhattan,1569
manhattan,1570
manhattan,1571
manhattan,1572
manhattan,1573
manhattan,1574
manhattan,1575
manhattan,1576
manhattan,1577
manhattan,1578
manhattan,1579
manhattan,1580
manhattan,1581
manhattan,1582
manhattan,1583
manhattan,1584
manhattan,1585
manhattan,1588
manhattan,1590
manhattan,1591
manhattan,1592
manhattan,1593
manhattan,1594
manhattan,1598
manhattan,1599
manhattan,1602
manhattan,1603
manhattan,1604
manhattan,1606
manhattan,1607
manhattan,1610
manhattan,1611
manhattan,1613
manhattan,1614
manhattan,1617
manhattan,1618
manhattan,1619
manhattan,1621
manhattan,1622
manhattan,1623
manhattan,1624
manhattan,1625
manhattan,1629
manhattan,1630
manhattan,1632
manhattan,1634
manhattan,1635
manhattan,1637
manhattan,1638
manhattan,1639
manhattan,1640
manhattan,1642
manhattan,1643
manhattan,1644
manhattan,1645
manhattan,1646
manhattan,1647
manhattan,1648
manhattan,1650
manhattan,1651
manhattan,1652
manhattan,1654
manhattan,1655
manhattan,1657
manhattan,1658
manhattan,1659
manhattan,1660
manhattan,1663
manhattan,1664
manhattan,1665
manhattan,1667
manhattan,1668
manhattan,1669
manhattan,1670
manhattan,1671
manhattan,1672
manhattan,1673
manhattan,1674
manhattan,1676
manhattan,1677
manhattan,1678
manhattan,1680
manhattan,1681
manhattan,1683
manhattan,1684
manhattan,1686
manhattan,1687
manhattan,1688
manhattan,1689
manhattan,1692
manhattan,1693
manhattan,1695
manhattan,1696
manhattan,1697
manhattan,1698
manhattan,1700
manhattan,1701
manhattan,1702
manhattan,1704
manhattan,1705
manhattan,1706
manhattan,1707
manhattan,1708
manhattan,1709
manhattan,1710
manhattan,1711
manhattan,1712
manhattan,1713
manhattan,1716
manhattan,1717
manhattan,1719
manhattan,1720
manhattan,1722
manhattan,1723
manhattan,1724
manhattan,1725
manhattan,1726
manhattan,1727
manhattan,1728
manhattan,1729
manhattan,1732
manhattan,1733
manhattan,1734
manhattan,1735
manhattan,1737
manhattan,1738
manhattan,1739
manhattan,1744
manhattan,1745
manhattan,1746
manhattan,1747
manhattan,1748
manhattan,1749
manhattan,1750
manhattan,1751
manhattan,1752
manhattan,1753
manhattan,1754
manhattan,1758
manhattan,1759
manhattan,1761
manhattan,1762
manhattan,1764
manhattan,1765
manhattan,1766
manhattan,1767
manhattan,1770
manhattan,1771
manhattan,1772
manhattan,1774
manhattan,1775
manhattan,1778
manhattan,1779
manhattan,1780
manhattan,1783
manhattan,1784
manhattan,1785
manhattan,1786
manhattan,1788
manhattan,1789
manhattan,1790
manhattan,1791
manhattan,1792
manhattan,1793
manhattan,1794
manhattan,1796
manhattan,1797
manhattan,1798
manhattan,1799
manhattan,1800
manhattan,1801
manhattan,1802
manhattan,1803
manhattan,1804
manhattan,1805
manhattan,1807
manhattan,1808
manhattan,1809
manhattan,1810
manhattan,1812
manhattan,1813
manhattan,1814
manhattan,1815
manhattan,1816
manhattan,1818
manhattan,1821
manhattan,1823
manhattan,1825
manhattan,1827
manhattan,1828
manhattan,1831
manhattan,1832
manhattan,1833
manhattan,1835
manhattan,1836
manhattan,1839
manhattan,1840
manhattan,1841
manhattan,1842
manhattan,1843
manhattan,1844
manhattan,1847
manhattan,1848
manhattan,1850
manhattan,1852
manhattan,1853
manhattan,1854
manhattan,1856
manhattan,1857
manhattan,1858
manhattan,1859
manhattan,1860
manhattan,1861
manhattan,1862
manhattan,1863
manhattan,1866
manhattan,1867
manhattan,1868
manhattan,1869
manhattan,1870
manhattan,1872
manhattan,1873
manhattan,1875
manhattan,1877
manhattan,1878
manhattan,1881
manhattan,1882
manhattan,1884
manhattan,1885
manhattan,1887
manhattan,1888
manhattan,1890
manhattan,1892
manhattan,1893
manhattan,1896
manhattan,1897
manhattan,1898
manhattan,1899
manhattan,1900
manhattan,1902
manhattan,1904
manhattan,1905
manhattan,1906
manhattan,1907
manhattan,1908
manhattan,1909
manhattan,1910
manhattan,1911
manhattan,1912
manhattan,1913
manhattan,1915
manhattan,1917
manhattan,1918
manhattan,1921
manhattan,1922
manhattan,1923
manhattan,1924
manhattan,1925
manhattan,1926
manhattan,1929
manhattan,1930
manhattan,1931
manhattan,1932
manhattan,1933
manhattan,1934
manhattan,1935
manhattan,1936
manhattan,1937
manhattan,1939
manhattan,1940
manhattan,1941
manhattan,1943
manhattan,1944
manhattan,1945
manhattan,1946
manhattan,1947
manhattan,1948
manhattan,1952
manhattan,1953
manhattan,1954
manhattan,1956
manhattan,1958
manhattan,1960
manhattan,1961
manhattan,1962
manhattan,1963
manhattan,1964
manhattan,1965
manhattan,1966
manhattan,1967
manhattan,1969
manhattan,1970
manhattan,1971
manhattan,1973
manhattan,1974
manhattan,1976
manhattan,1977
manhattan,1978
manhattan,1979
manhattan,1980
manhattan,1981
manhattan,1982
manhattan,1984
manhattan,1985
manhattan,1986
manhattan,1987
manhattan,1988
manhattan,1989
manhattan,1990
manhattan,1991
manhattan,1992
manhattan,1993
manhattan,1994
manhattan,1995
manhattan,1996
manhattan,1997
manhattan,1998
manhattan,2001
manhattan,2002
manhattan,2003
manhattan,2004
manhattan,2005
manhattan,2006
manhattan,2007
manhattan,2008
manhattan,2009
manhattan,2010
manhattan,2012
manhattan,2014
manhattan,2015
manhattan,2016
manhattan,2018
manhattan,2020
manhattan,2021
manhattan,2022
manhattan,2023
manhattan,2024
manhattan,2025
manhattan,2026
manhattan,2028
manhattan,2029
manhattan,2030
manhattan,2032
manhattan,2033
manhattan,2035
manhattan,2036
manhattan,2037
manhattan,2041
manhattan,2042
manhattan,2044
manhattan,2045
manhattan,2046
manhattan,2049
manhattan,2050
manhattan,2051
manhattan,2052
manhattan,2053
manhattan,2054
manhattan,2056
manhattan,2057
manhattan,2058
manhattan,2059
manhattan,2061
manhattan,2062
manhattan,2063
manhattan,2065
manhattan,2066
manhattan,2067
manhattan,2069
manhattan,2070
manhattan,2071
manhattan,2072
manhattan,2073
manhattan,2076
manhattan,2078
manhattan,2079
manhattan,2081
manhattan,2082
manhattan,2083
manhattan,2085
manhattan,2087
manhattan,2088
manhattan,2089
manhattan,2090
manhattan,2091
manhattan,2092
manhattan,2093
manhattan,2094
manhattan,2095
manhattan,2097
manhattan,2098
manhattan,2099
manhattan,2100
manhattan,2101
manhattan,2102
manhattan,2103
manhattan,2105
manhattan,2107
manhattan,2108
manhattan,2109
manhattan,2110
manhattan,2111
manhattan,2112
manhattan,2113
manhattan,2115
manhattan,2117
manhattan,2118
manhattan,2120
manhattan,2121
manhattan,2122
manhattan,2123
manhattan,2125
manhattan,2127
manhattan,2128
manhattan,2129
manhattan,2130
manhattan,2131
manhattan,2132
manhattan,2133
manhattan,2135
manhattan,2136
manhattan,2137
manhattan,2139
manhattan,2141
manhattan,2142
manhattan,2143
manhattan,2145
manhattan,2146
manhattan,2147
manhattan,2149
manhattan,2150
manhattan,2151
manhattan,2153
manhattan,2154
manhattan,2155
manhattan,2156
manhattan,2157
manhattan,2159
manhattan,2160
manhattan,2161
manhattan,2163
manhattan,2167
manhattan,2168
manhattan,2169
manhattan,2170
manhattan,2171
manhattan,2172
manhattan,2173
manhattan,2174
manhattan,2177
manhattan,2178
manhattan,2179
manhattan,2180
manhattan,2181
manhattan,2182
manhattan,2183
manhattan,2184
manhattan,2185
manhattan,2189
manhattan,2190
manhattan,2191
manhattan,2192
manhattan,2193
manhattan,2196
manhattan,2197
manhattan,2199
manhattan,2200
manhattan,2202
manhattan,2203
manhattan,2204
manhattan,2205
manhattan,2209
manhattan,2210
manhattan,2211
manhattan,2212
manhattan,2213
manhattan,2214
manhattan,2215
manhattan,2216
manhattan,2217
manhattan,2218
manhattan,2220
manhattan,2221
manhattan,2222
manhattan,2223
manhattan,2225
manhattan,2226
manhattan,2227
manhattan,2228
manhattan,2230
manhattan,2231
manhattan,2232
manhattan,2234
manhattan,2235
manhattan,2236
manhattan,2237
manhattan,2238
manhattan,2240
manhattan,2242
manhattan,2243
manhattan,2244
manhattan,2246
manhattan,2247
manhattan,2248
manhattan,2249
manhattan,2250
manhattan,2251
manhattan,2252
manhattan,2255
manhattan,2256
manhattan,2257
manhattan,2258
manhattan,2259
manhattan,2260
manhattan,2261
manhattan,2263
manhattan,2264
manhattan,2265
manhattan,2267
manhattan,2269
manhattan,2270
manhattan,2274
manhattan,2279
manhattan,2280
manhattan,2281
manhattan,2284
manhattan,2286
manhattan,2287
manhattan,2288
manhattan,2292
manhattan,2293
manhattan,2295
manhattan,2296
manhattan,2297
manhattan,2298
manhattan,2299
manhattan,2300
manhattan,2301
manhattan,2302
manhattan,2303
manhattan,2304
manhattan,2305
manhattan,2306
manhattan,2307
manhattan,2308
manhattan,2311
manhattan,2312
manhattan,2313
manhattan,2314
manhattan,2316
manhattan,2317
manhattan,2318
manhattan,2319
manhattan,2320
manhattan,2321
manhattan,2322
manhattan,2324
manhattan,2327
manhattan,2328
manhattan,2329
manhattan,2332
manhattan,2333
manhattan,2337
manhattan,2342
manhattan,2343
manhattan,2344
manhattan,2345
manhattan,2346
manhattan,2347
manhattan,2348
manhattan,2349
manhattan,2352
manhattan,2353
manhattan,2354
manhattan,2356
manhattan,2359
manhattan,2362
manhattan,2363
manhattan,2364
manhattan,2365
manhattan,2366
manhattan,2367
manhattan,2368
manhattan,2369
manhattan,2370
manhattan,2372
manhattan,2374
manhattan,2375
manhattan,2377
manhattan,2378
manhattan,2379
manhattan,2380
manhattan,2381
manhattan,2382
manhattan,2383
manhattan,2384
manhattan,2386
manhattan,2387
manhattan,2389
manhattan,2390
manhattan,2391
manhattan,2393
manhattan,2394
manhattan,2395
manhattan,2396
manhattan,2397
manhattan,2398
manhattan,2399
manhattan,2402
manhattan,2403
manhattan,2404
manhattan,2406
manhattan,2407
manhattan,2409
manhattan,2410
manhattan,2411
manhattan,2412
manhattan,2413
manhattan,2415
manhattan,2419
manhattan,2422
manhattan,2423
manhattan,2424
manhattan,2425
manhattan,2427
manhattan,2428
manhattan,2429
manhattan,2430
manhattan,2431
manhattan,2432
manhattan,2433
manhattan,2435
manhattan,2436
manhattan,2438
manhattan,2442
manhattan,2443
manhattan,2444
manhattan,2445
manhattan,2446
manhattan,2447
manhattan,2448
manhattan,2449
manhattan,2451
manhattan,2453
manhattan,2454
manhattan,2456
manhattan,2458
manhattan,2459
manhattan,2460
manhattan,2463
manhattan,2464
manhattan,2465
manhattan,2466
manhattan,2467
manhattan,2469
manhattan,2470
manhattan,2471
manhattan,2472
manhattan,2475
manhattan,2476
manhattan,2477
manhattan,2478
manhattan,2479
manhattan,2480
manhattan,2482
manhattan,2483
manhattan,2484
manhattan,2485
manhattan,2487
manhattan,2488
manhattan,2489
manhattan,2490
manhattan,2491
manhattan,2492
manhattan,2493
manhattan,2494
manhattan,2495
manhattan,2497
manhattan,2498
manhattan,2499
manhattan,2501
manhattan,2502
manhattan,2503
manhattan,2504
manhattan,2505
manhattan,2508
manhattan,2509
manhattan,2511
manhattan,2512
manhattan,2513
manhattan,2515
manhattan,2516
manhattan,2518
manhattan,2520
manhattan,2521
manhattan,2522
manhattan,2523
